Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Sales,Profit,Profit_Margin(%),Days_to_ship
2522,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10003177,Office Supplies,Paper,12.96,6.2208,47.99999999999999,6
2523,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003442,Technology,Phones,5.5,1.375,25.0,6
2524,CA-2013-124352,2013-10-16,2013-10-22,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-BI-10000977,Office Supplies,Binders,121.6,55.936,46.0,6
2525,CA-2012-124541,2012-06-04,2012-10-04,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10004078,Office Supplies,Art,42.048,5.256,12.5,122
2526,CA-2012-124541,2012-06-04,2012-10-04,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10002550,Technology,Accessories,25.488,4.4604,17.5,122
2527,CA-2012-124541,2012-06-04,2012-10-04,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004965,Office Supplies,Binders,6.9,12.075,174.99999999999997,122
2528,CA-2012-124541,2012-06-04,2012-10-04,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004209,Office Supplies,Binders,9.648,16.884,175.0,122
2529,CA-2012-124541,2012-06-04,2012-10-04,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10001526,Office Supplies,Paper,7.968,2.8884,36.25,122
2530,CA-2011-108707,2011-10-24,2011-10-29,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-10000788,Office Supplies,Paper,10.368,3.6288,35.0,5
2531,CA-2011-111500,2011-08-17,2011-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000595,Office Supplies,Paper,114.2,52.532,46.0,4
2532,CA-2011-111500,2011-08-17,2011-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-BI-10000829,Office Supplies,Binders,17.96,8.2616,46.0,4
2533,CA-2011-111500,2011-08-17,2011-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-FA-10002676,Office Supplies,Fasteners,12.67,4.5612,36.00000000000001,4
2534,CA-2011-111500,2011-08-17,2011-08-21,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,TEC-AC-10000844,Technology,Accessories,339.96,122.3856,36.0,4
2535,US-2014-117723,2014-08-16,2014-08-19,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004459,Office Supplies,Storage,1801.632,337.806,18.749999999999996,3
2536,CA-2012-143238,2012-06-09,2012-08-09,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,TEC-AC-10003499,Technology,Accessories,46.32,18.0648,39.0,61
2537,CA-2012-168746,2012-01-27,2012-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,FUR-CH-10000513,Furniture,Chairs,181.986,54.5958,30.0,2
2538,CA-2012-168746,2012-01-27,2012-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10000895,Technology,Phones,431.976,100.7944,23.333333333333332,2
2539,CA-2012-168746,2012-01-27,2012-01-29,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002555,Technology,Phones,155.37,36.253,23.333333333333332,2
2540,CA-2012-113404,2012-07-16,2012-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10003312,Furniture,Chairs,1348.704,219.1644,16.25,0
2541,CA-2012-113404,2012-07-16,2012-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10004086,Furniture,Chairs,700.152,78.7671,11.249999999999998,0
2542,CA-2013-144792,2013-01-05,2013-05-05,Standard Class,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10002759,Furniture,Furnishings,111.888,22.3776,20.0,120
2544,US-2013-114174,2013-09-09,2013-09-15,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East,FUR-BO-10003450,Furniture,Bookcases,173.94,13.9152,8.0,6
2545,US-2013-114174,2013-09-09,2013-09-15,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East,OFF-LA-10000248,Office Supplies,Labels,14.76,6.9372,47.0,6
2546,CA-2014-108070,2014-04-17,2014-04-21,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004804,Office Supplies,Storage,205.92,2.0592,1.0000000000000002,4
2547,CA-2014-108070,2014-04-17,2014-04-21,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,FUR-BO-10001337,Furniture,Bookcases,102.833,6.049,5.882352941176471,4
2548,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10002255,Office Supplies,Art,2.304,0.2592,11.25,6
2549,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002624,Technology,Phones,1879.96,211.4955,11.249999999999998,6
2550,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001878,Office Supplies,Paper,313.024,105.6456,33.75,6
2551,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-LA-10000452,Office Supplies,Labels,5.04,1.764,35.0,6
2552,CA-2014-101042,2014-11-20,2014-11-24,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10004665,Furniture,Furnishings,821.88,213.6888,26.0,4
2553,CA-2014-101042,2014-11-20,2014-11-24,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10000088,Office Supplies,Binders,21.96,10.7604,49.0,4
2554,CA-2013-155439,2013-09-15,2013-09-19,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Columbia,South Carolina,29203,South,OFF-PA-10000029,Office Supplies,Paper,25.92,12.4416,47.99999999999999,4
2555,CA-2013-118626,2013-08-16,2013-08-21,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,705.544,70.5544,10.0,5
2556,CA-2012-111458,2012-09-26,2012-09-30,Standard Class,PF-19165,Philip Fox,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001590,Technology,Accessories,50.0,12.0,24.0,4
2557,US-2013-126844,2013-09-10,2013-10-15,Standard Class,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004909,Furniture,Furnishings,51.712,32.32,62.5,35
2558,US-2012-112508,2012-03-24,2012-03-30,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Office Supplies,Appliances,6.992,0.5244,7.5,6
2562,CA-2012-144288,2012-12-25,2012-12-31,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-LA-10003190,Office Supplies,Labels,9.216,3.3408,36.25000000000001,6
2563,CA-2012-144288,2012-12-25,2012-12-31,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10002787,Office Supplies,Paper,10.368,3.6288,35.0,6
2564,CA-2012-110632,2012-03-17,2012-03-22,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000387,Technology,Accessories,15.02,2.7036,18.0,5
2565,CA-2012-110632,2012-03-17,2012-03-22,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001291,Office Supplies,Storage,33.82,9.1314,26.999999999999996,5
2566,CA-2014-109589,2014-12-22,2014-12-25,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Technology,Accessories,71.0,27.69,39.0,3
2567,CA-2014-123967,2014-02-11,2014-04-11,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,Office Supplies,Binders,25.12,7.85,31.25,59
2568,CA-2014-123967,2014-02-11,2014-04-11,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,FUR-TA-10003954,Furniture,Tables,2665.62,239.9058,9.0,59
2569,CA-2014-148929,2014-08-09,2014-12-09,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003282,Office Supplies,Storage,478.08,133.8624,28.000000000000004,122
2570,CA-2014-134404,2014-12-28,2014-12-28,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Technology,Phones,164.388,35.6174,21.666666666666668,0
2571,CA-2014-134404,2014-12-28,2014-12-28,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,OFF-AR-10004441,Office Supplies,Art,13.248,3.6432,27.500000000000004,0
2572,CA-2014-109778,2014-07-17,2014-07-22,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098,Central,OFF-AR-10003759,Office Supplies,Art,2.912,0.91,31.25,5
2573,CA-2013-155845,2013-08-13,2013-08-16,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007,Central,TEC-AC-10004145,Technology,Accessories,1399.944,52.4979,3.75,3
2575,CA-2011-129091,2011-11-22,2011-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10004955,Office Supplies,Envelopes,16.23,7.9527,49.0,5
2576,CA-2011-129091,2011-11-22,2011-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10001071,Office Supplies,Binders,319.9,156.751,49.00000000000001,5
2577,CA-2011-129091,2011-11-22,2011-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10001990,Office Supplies,Envelopes,11.36,5.3392,47.0,5
2578,CA-2011-129091,2011-11-22,2011-11-27,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10002734,Office Supplies,Appliances,675.12,290.3016,43.0,5
2586,CA-2012-121041,2012-03-11,2012-10-11,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117,Central,OFF-EN-10001137,Office Supplies,Envelopes,6.608,2.1476,32.50000000000001,214
2587,CA-2014-131695,2014-01-07,2014-07-07,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001476,Office Supplies,Storage,248.57,67.1139,27.0,181
2588,CA-2014-131695,2014-01-07,2014-07-07,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002045,Furniture,Furnishings,22.23,9.7812,44.0,181
2589,CA-2013-137729,2013-06-05,2013-10-05,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Office Supplies,Storage,5.98,1.0166,17.0,122
2590,CA-2013-137729,2013-06-05,2013-10-05,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,TEC-PH-10001433,Technology,Phones,246.168,21.5397,8.75,122
2591,US-2013-115455,2013-09-09,2013-09-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-FU-10004671,Furniture,Furnishings,14.136,7.7748,55.00000000000001,6
2592,US-2013-115455,2013-09-09,2013-09-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-TA-10003569,Furniture,Tables,601.47,300.735,50.0,6
2593,CA-2014-128300,2014-11-25,2014-11-27,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,TEC-PH-10002807,Technology,Phones,79.1,39.55,50.0,2
2594,CA-2014-128300,2014-11-25,2014-11-27,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,OFF-BI-10001597,Office Supplies,Binders,327.84,157.3632,48.00000000000001,2
2595,CA-2014-149048,2014-05-14,2014-05-18,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-EN-10003296,Office Supplies,Envelopes,180.96,81.432,45.0,4
2596,CA-2014-149048,2014-05-14,2014-05-18,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-BI-10004632,Office Supplies,Binders,914.97,411.7365,44.99999999999999,4
2597,CA-2014-149048,2014-05-14,2014-05-18,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,TEC-PH-10002310,Technology,Phones,587.97,158.7519,27.0,4
2598,CA-2014-149048,2014-05-14,2014-05-18,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-ST-10000078,Office Supplies,Storage,530.34,95.4612,18.0,4
2599,CA-2014-149048,2014-05-14,2014-05-18,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10001752,Office Supplies,Paper,14.94,7.3206,49.0,4
2600,CA-2014-108553,2014-04-24,2014-04-30,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-AP-10000026,Office Supplies,Appliances,121.94,35.3626,29.000000000000004,6
2601,CA-2014-108553,2014-04-24,2014-04-30,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-SU-10002573,Office Supplies,Supplies,122.71,36.813,30.000000000000004,6
2602,CA-2013-165848,2013-05-06,2013-05-06,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,14.94,7.0218,47.0,0
2603,CA-2013-165848,2013-05-06,2013-05-06,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,TEC-MA-10003356,Technology,Machines,1349.85,364.4595,27.0,0
2604,CA-2013-165848,2013-05-06,2013-05-06,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000362,Furniture,Bookcases,136.784,5.1294,3.7500000000000004,0
2605,CA-2013-165848,2013-05-06,2013-05-06,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003878,Furniture,Furnishings,61.12,20.7808,34.0,0
2606,CA-2011-112718,2011-12-16,2011-12-21,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Office Supplies,Binders,1.167,0.8558,73.33333333333333,5
2607,CA-2013-154053,2013-05-03,2013-11-03,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024,West,OFF-AR-10003727,Office Supplies,Art,16.99,4.9271,29.000000000000004,184
2608,CA-2011-127446,2011-11-25,2011-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10001635,Technology,Accessories,24.672,0.0,0.0,5
2609,CA-2011-127446,2011-11-25,2011-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-LA-10001317,Office Supplies,Labels,2.52,0.882,35.0,5
2610,CA-2011-127446,2011-11-25,2011-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-TA-10000577,Furniture,Tables,1218.735,121.8735,10.000000000000002,5
2611,CA-2011-127446,2011-11-25,2011-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-LA-10000248,Office Supplies,Labels,5.904,1.9926,33.75,5
2612,CA-2011-127446,2011-11-25,2011-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10000955,Office Supplies,Paper,15.696,5.1012,32.5,5
2613,CA-2011-127446,2011-11-25,2011-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10000221,Furniture,Furnishings,6.096,3.9624,65.0,5
2614,CA-2013-137204,2013-04-29,2013-06-05,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10002304,Furniture,Chairs,41.568,2.598,6.25,37
2617,CA-2014-147942,2014-02-04,2014-06-04,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,Office Supplies,Labels,5.78,2.7166,47.0,120
2618,CA-2014-147942,2014-02-04,2014-06-04,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001294,Office Supplies,Binders,121.68,38.025,31.249999999999993,120
2619,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-AR-10000369,Office Supplies,Art,4.17,1.0842,26.0,4
2620,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,TEC-PH-10001300,Technology,Phones,67.04,6.704,10.0,4
2621,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-ST-10000876,Office Supplies,Storage,37.32,10.4496,28.000000000000004,4
2622,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-LA-10001404,Office Supplies,Labels,18.45,8.6715,47.0,4
2623,CA-2011-164861,2011-03-12,2011-06-12,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,25.92,12.4416,47.99999999999999,92
2624,CA-2014-127180,2014-10-23,2014-10-25,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-CO-10004722,Technology,Copiers,11199.968,3919.9888,35.0,2
2625,CA-2014-127180,2014-10-23,2014-10-25,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-PH-10001494,Technology,Phones,2399.6,647.892,27.0,2
2626,CA-2014-127180,2014-10-23,2014-10-25,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,OFF-EN-10002500,Office Supplies,Envelopes,63.9,28.755,45.0,2
2627,CA-2014-127180,2014-10-23,2014-10-25,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-PH-10003800,Technology,Phones,52.99,0.5299,1.0,2
2628,US-2014-165344,2014-11-14,2014-11-16,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-AC-10002399,Technology,Accessories,60.864,9.1296,15.0,2
2629,US-2014-165344,2014-11-14,2014-11-16,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-MA-10002210,Technology,Machines,652.995,935.9595,143.33333333333334,2
2630,US-2014-165344,2014-11-14,2014-11-16,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10003196,Office Supplies,Binders,11.22,7.48,66.66666666666666,2
2632,US-2014-110604,2014-05-16,2014-05-21,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10000076,Furniture,Furnishings,39.96,17.1828,43.0,5
2633,US-2014-110604,2014-05-16,2014-05-21,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10002017,Furniture,Chairs,42.624,4.2624,10.0,5
2634,US-2014-110604,2014-05-16,2014-05-21,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004287,Furniture,Chairs,220.96,24.858,11.25,5
2635,CA-2012-116750,2012-05-07,2012-10-07,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,4.928,0.7392,15.0,153
2636,CA-2012-116750,2012-05-07,2012-10-07,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,7.23,5.784,80.0,153
2637,CA-2012-162369,2012-08-15,2012-08-19,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,323.1,61.389,19.0,4
2638,CA-2014-108441,2014-06-13,2014-06-19,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000697,Office Supplies,Paper,19.04,9.3296,49.0,6
2639,CA-2014-108441,2014-06-13,2014-06-19,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000848,Office Supplies,Binders,13.128,4.2666,32.5,6
2640,CA-2014-108441,2014-06-13,2014-06-19,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004691,Office Supplies,Art,64.14,16.6764,26.0,6
2641,CA-2014-108441,2014-06-13,2014-06-19,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,858.24,143.04,16.666666666666664,6
2642,CA-2012-169740,2012-02-20,2012-02-25,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,29.99,2.999,10.0,5
2643,CA-2013-124051,2013-12-30,2013-12-31,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001289,Office Supplies,Paper,186.048,67.4424,36.25000000000001,1
2644,CA-2013-149111,2013-04-18,2013-04-22,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Technology,Phones,36.792,4.1391,11.249999999999998,4
2645,CA-2013-149111,2013-04-18,2013-04-22,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000206,Furniture,Furnishings,18.624,6.2856,33.75,4
2646,CA-2011-131002,2011-07-09,2011-12-09,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furniture,Furnishings,57.69,23.6529,41.0,153
2647,CA-2011-131002,2011-07-09,2011-12-09,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000948,Office Supplies,Binders,42.81,20.1207,47.0,153
2648,CA-2011-131002,2011-07-09,2011-12-09,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000223,Office Supplies,Paper,12.96,6.2208,47.99999999999999,153
2649,CA-2011-131002,2011-07-09,2011-12-09,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004665,Furniture,Furnishings,821.88,213.6888,26.0,153
2650,CA-2011-131002,2011-07-09,2011-12-09,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10000215,Technology,Phones,104.85,28.3095,27.0,153
2652,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10000829,Office Supplies,Binders,10.776,3.5022,32.5,4
2653,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10003712,Office Supplies,Binders,11.784,4.2717,36.25,4
2654,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10000062,Office Supplies,Paper,164.88,80.7912,49.00000000000001,4
2655,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,FUR-BO-10003404,Furniture,Bookcases,1292.94,77.5764,6.000000000000001,4
2656,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10004233,Office Supplies,Binders,25.584,8.9544,35.0,4
2657,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-ST-10001272,Office Supplies,Storage,261.74,65.435,25.0,4
2658,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-LA-10001175,Office Supplies,Labels,14.4,7.056,49.0,4
2659,CA-2013-150343,2013-08-17,2013-08-21,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Office Supplies,Envelopes,10.86,5.1042,47.0,4
2660,CA-2012-135538,2012-12-24,2012-12-28,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Furniture,Chairs,883.84,99.432,11.25,4
2663,CA-2014-159604,2014-04-15,2014-04-16,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,8.76,4.2048,48.0,1
2664,CA-2013-164784,2013-02-05,2013-05-05,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,3.984,1.2948,32.5,89
2665,CA-2013-164784,2013-02-05,2013-05-05,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,370.62,142.071,38.33333333333333,89
2666,CA-2013-164784,2013-02-05,2013-05-05,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,2.742,2.0108,73.33333333333334,89
2667,CA-2013-111794,2013-02-10,2013-02-10,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,79.512,20.8719,26.25,0
2668,CA-2013-111794,2013-02-10,2013-02-10,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10000474,Office Supplies,Paper,28.352,9.5688,33.75,0
2669,US-2012-139759,2012-08-25,2012-08-30,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,40.784,4.5882,11.249999999999998,5
